fid,OBJECTID,SITE_ID,DEFAULT_SI,DEFAULT__1,DEFAULT__2,OTHER_SITE,AWRC_REF,AQWAB_REF,BOM_REF,TEXT_REF,WIN_SITE_I,SITE_TYPE_,SITE_TYPE,SITE_SUBTY,SITE_SUB_1,SITE_GEO_F,SITE_GEO_1,SITE_CATEG,SITE_CAT_1,ZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPHEROID,POSITION_A,CATCH_AREA,SITE_OWNER,OWN_DATA,DEPARTMENT,CURRENTLY_,CURRENTL_1,PUBLISH_EX,INFRA_OWNE,OWN_ASSET,COMMENCE,CEASE,INFRA_COMM,INFRA_CEAS,INFRA_STAT,STATUS_CUR,DISCRETE_S,DISCRETE_E,DISCRETE_F,DISCRETE_L,TS_START,TS_END,TS_FIRST_A,TS_LAST_AV,TS_DATA_MA,TS_DATA__1,DATA_CATEG,VARIABLE_T,PROJECTS,ROUTES,PUB_URL,SITE_DOCS_,SITE_DOC_1,WRL_DRAWPO,WRL_LICENS,TOT_CONSTR,DRILLED_DE,DATE_DRILL,AHD_DATUM,AQUIFERS,AQUIFERS_R,BORE_INLET,CONSTRUCTI,GEOPHYSICA,SUMMARY_LO,LITHOLOGY_,WATER_SUPP,WATER_LEVE,TDS_COND,CATCHMENT,CATCHMENT_,DEPARTME_1,DEPARTME_2,ESTUARY,ESTUARY_ID,GEOGRAPHIC,GEOGRAPH_1,GROUNDWATE,GROUNDWA_1,GROUNDWA_2,GROUNDWA_3,GROUNDWA_4,GROUNDWA_5,LOCAL_GOVT,LOCAL_GO_1,LOCALITY,LOCALITY_I,RAINFALL_D,RAINFALL_1,BASIN,RIVER_BASI,RIVER_BA_1,MAP_SHEET_,MAP_SHEE_1,MINING_TEN,MINING_T_1,SURFACEWAT,SURFACEW_1,SURFACEW_2,SURFACEW_3,DATECREATE,TIMECREATE,USERCREATE,DATEMOD,TIMEMOD,USERMOD,SITE_COMME,DEFAULT__3,PURPOSE_CU,PURPOSE_HI,OTHER_SI_1,DISCRETE_1,STATUS_HIS,TIMEDATE,STAGELAST,STAGEPREVI,TENDENCY
48509,"55451","61403495","61403495",Murray River Catchment 614 - Bld 42 Prod,Bld 42 Prod,"20022569 [WIN_ID]; 2033-1-SW-0625 [AQWAB]; 61403495 [SITE_REF]","61403495",2033-1-SW-0625,,,"20022569",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,,,,,,,,,(),None,"BOREH; LITH; PROJINF; SITEINF; STRAT",,WA-G-UNKNOWN,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403495,His,,,"15","15",15/05/1979,,,,"10.300 to 15.000 mbGL, type: screen",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,No supply recorded.,AWRC,,,Murray River Catchment 614 - Bld 42 Prod,,Unknown,,,,
48510,"55452","61403496","61403496",Murray River Catchment 614 - Bld 45 M Prod,Bld 45 M Prod,"20022570 [WIN_ID]; 2033-1-SW-0626 [AQWAB]; 61403496 [SITE_REF]","61403496",2033-1-SW-0626,,,"20022570",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,,,,,,,,,(),None,"BOREH; LITH; PROJINF; SITEINF; STRAT",,WA-G-UNKNOWN,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403496,His,,,"15","15",15/05/1979,,,,"10.300 to 15.000 mbGL, type: screen",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Drilled: 15/5/79 to 21/5/79. Developed 17 hours. Although this is described as a production bore supply is not recorded.,AWRC,,,Murray River Catchment 614 - Bld 45 M Prod,,Unknown,,,,
48511,"55453","61403497","61403497",Murray River Catchment 614 - Injection No1,Injection No1,"20022571 [WIN_ID]; 2033-1-SW-0627 [AQWAB]; 61403497 [SITE_REF]","61403497",2033-1-SW-0627,,,"20022571",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,,,,,,,,,(),None,"BOREH; LITH; PROJINF; SITEINF; STRAT",,WA-G-UNKNOWN,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403497,His,,,"29.9","30",23/10/1980,,,,"22.200 to 29.900 mbGL, type: screen",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Drilled: 23/10/80 to 17/11/80. Height of bore head a.G.S. 0.5m. Bore log sheet records bore used for disposal of rainwater from roof.,AWRC,,,Murray River Catchment 614 - Injection No1,,Unknown,,,,
48512,"55454","61403498","61403498",Murray River Catchment 614 - Gi Mud Lake,Gi Mud Lake,"20022572 [WIN_ID]; 2033-1-SW-0628 [AQWAB]; 61403498 [SITE_REF]","61403498",2033-1-SW-0628,,,"20022572",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,275788800000.000000000000000,275788800000.000000000000000,28/09/1978,28/09/1978,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61403498/61403498.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403498,His,,,"37.5","37.5",15/08/1978,,,,"6.500 to 37.500 mbGL, type: slotted",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Elevation originally recorded as: rl 17.785m t/c. Hole 152mm. Salinity increase with depth. There is a large jump after 34m where micro/cm is 780 at 20 deg C then at 35m micro/cm = 1250 at 20 deg C. For profile see log.,AWRC,,,Murray River Catchment 614 - Gi Mud Lake,275788800000.000000000000000,Unknown,,,,
48513,"55455","61403499","61403499",Murray River Catchment 614 - G2 Mud Lake,G2 Mud Lake,"20022573 [WIN_ID]; 2033-1-SW-0629 [AQWAB]; 61403499 [SITE_REF]","61403499",2033-1-SW-0629,,,"20022573",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,275788800000.000000000000000,275788800000.000000000000000,28/09/1978,28/09/1978,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61403499/61403499.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403499,His,,,"39","39",15/08/1978,,,,"9.000 to 39.000 mbGL, type: slotted",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Elevation originally recorded as: rl 17.6 t/c. 152mm hole salinities range between 300 micro/cm at 11m to 850 micro/cm at 39m back at 20 deg C. See bore log sheet for salinity profile.,AWRC,,,Murray River Catchment 614 - G2 Mud Lake,275788800000.000000000000000,Unknown,,,,
48515,"55457","61403500","61403500",Murray River Catchment 614 - G 3 Mud Lake,G 3 Mud Lake,"20022574 [WIN_ID]; 2033-1-SW-0630 [AQWAB]; 61403500 [SITE_REF]","61403500",2033-1-SW-0630,,,"20022574",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,275788800000.000000000000000,275788800000.000000000000000,28/09/1978,28/09/1978,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61403500/61403500.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403500,His,,,"35.5","35.5",15/09/1978,,,,"4.000 to 35.500 mbGL, type: slotted",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,"Elevation originally recorded as; rl 14.57 t/c. 152mm hole. Salinity range between 320 micro/cm at 9 metres to 590 micro/cm at 35m both at 19 deg C. See log sheet for salinity profile.",AWRC,,,Murray River Catchment 614 - G 3 Mud Lake,275788800000.000000000000000,Unknown,,,,
48516,"55458","61403501","61403501",Murray River Catchment 614 - G 4 Mud Lake,G 4 Mud Lake,"20022575 [WIN_ID]; 2033-1-SW-0631 [AQWAB]; 61403501 [SITE_REF]","61403501",2033-1-SW-0631,,,"20022575",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,308793600000.000000000000000,308793600000.000000000000000,15/10/1979,15/10/1979,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61403501/61403501.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403501,His,,,"29","33.5",15/10/1979,,,,"11.000 to 29.000 mbGL, type: slotted",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,P.V.C. Tube accidentally pulled back when withdrawing steel casing. Rl of bore head 12.929m. Height of bore head a.G.S. 0.3m.,AWRC,,,Murray River Catchment 614 - G 4 Mud Lake,308793600000.000000000000000,Unknown,,,,
48517,"55459","61403502","61403502",Murray River Catchment 614 - G 5 Mud Lake,G 5 Mud Lake,"20022576 [WIN_ID]; 2033-1-SW-0632 [AQWAB]; 61403502 [SITE_REF]","61403502",2033-1-SW-0632,,,"20022576",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,311472000000.000000000000000,311472000000.000000000000000,15/11/1979,15/11/1979,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61403502/61403502.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403502,His,,,,"26",15/11/1979,,,,,Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,R.L. Bore head 2.595m. Height of bore head a.G.S. 0.3m.,AWRC,,,Murray River Catchment 614 - G 5 Mud Lake,311472000000.000000000000000,Unknown,,,,
48518,"55460","61403503","61403503",Murray River Catchment 614 - G 6 Mud Lake,G 6 Mud Lake,"20022577 [WIN_ID]; 2033-1-SW-0633 [AQWAB]; 61403503 [SITE_REF]","61403503",2033-1-SW-0633,,,"20022577",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,311472000000.000000000000000,311472000000.000000000000000,15/11/1979,15/11/1979,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61403503/61403503.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403503,His,,,"32.5","33",15/11/1979,,,,"10.000 to 32.500 mbGL, type: slotted",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,R.L. Of bore head 12.127m. Height of bore head a.G.S. 0.3m.,AWRC,,,Murray River Catchment 614 - G 6 Mud Lake,311472000000.000000000000000,Unknown,,,,
48519,"55461","61403504","61403504",Murray River Catchment 614 - G 7 Mud Lake,G 7 Mud Lake,"20022578 [WIN_ID]; 2033-1-SW-0634 [AQWAB]; 61403504 [SITE_REF]","61403504",2033-1-SW-0634,,,"20022578",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,316742400000.000000000000000,316742400000.000000000000000,15/01/1980,15/01/1980,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61403504/61403504.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403504,His,,,"44.5","44.5",15/01/1980,,,,"19.000 to 44.500 mbGL, type: slotted",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Drilled: Jan-Feb 1980. R.L. Of bore head 23.377m. Height bore a.G.S. 0.3m.,AWRC,,,Murray River Catchment 614 - G 7 Mud Lake,316742400000.000000000000000,Unknown,,,,
48520,"55462","61403505","61403505",Naval Base - G 8 Mud Lake Shallow,G 8 Mud Lake Shallow,"20022579 [WIN_ID]; 2033-1-SW-0635 [AQWAB]; 61403505 [SITE_REF]","61403505",2033-1-SW-0635,,,"20022579",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,319420799999.999938964843750,319420799999.999938964843750,15/02/1980,15/02/1980,,,,,(),None,"BOREH; DISCWL; PROJINF; SITEINF",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61403505/61403505.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403505,His,,,"12","12",15/02/1980,,,,"6.000 to 12.000 mbGL, type: slotted",Yes,No,No,No,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,See g 8 deep for log.,AWRC,,,Naval Base - G 8 Mud Lake Shallow,319420799999.999938964843750,Unknown,,,,
48521,"55463","61403506","61403506",Murray River Catchment 614 - G 8 Mud Lake Deep,G 8 Mud Lake Deep,"20022580 [WIN_ID]; 2033-1-SW-0636 [AQWAB]; 61403506 [SITE_REF]","61403506",2033-1-SW-0636,,,"20022580",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,,,,,,,,,(),None,"BOREH; LITH; PROJINF; SITEINF; STRAT",,WA-G-UNKNOWN,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403506,His,,,"27","28",15/02/1980,,,,"16.000 to 27.000 mbGL, type: slotted",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,R.L. Of bore head 6.901m. Height of bore head a.G.S. 0.3m.,AWRC,,,Murray River Catchment 614 - G 8 Mud Lake Deep,,Unknown,,,,
48522,"55464","61403507","61403507",Naval Base - G 9 Mud Lake Shallow,G 9 Mud Lake Shallow,"20022581 [WIN_ID]; 2033-1-SW-0637 [AQWAB]; 61403507 [SITE_REF]","61403507",2033-1-SW-0637,,,"20022581",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,,,,,,,,,(),None,"BOREH; PROJINF; SITEINF",,WA-G-UNKNOWN,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403507,His,,,"14","14",15/02/1980,,,,"10.000 to 14.000 mbGL, type: slotted",Yes,No,No,No,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,See g 9 deep for log.,AWRC,,,Naval Base - G 9 Mud Lake Shallow,,Unknown,,,,
48523,"55465","61403508","61403508",Murray River Catchment 614 - G 9 Mud Lake Deep,G 9 Mud Lake Deep,"20022582 [WIN_ID]; 2033-1-SW-0638 [AQWAB]; 61403508 [SITE_REF]","61403508",2033-1-SW-0638,,,"20022582",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384643.000000000058208,6437792.000000000000000,-32.190502469999998,115.776216410000004,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,,,,,,,,,(),None,"BOREH; LITH; PROJINF; SITEINF; STRAT",,WA-G-UNKNOWN,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403508,His,,,"32.2","33.2",15/02/1980,,,,"21.700 to 32.200 mbGL, type: slotted",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,R.L. Of bore head 11.33m. Height of bore head a.G.S. 0.3m.,AWRC,,,Murray River Catchment 614 - G 9 Mud Lake Deep,,Unknown,,,,
48524,"55466","61403509","61403509",Naval Base - G10 Mud Lake Shallow,G10 Mud Lake Shallow,"20022583 [WIN_ID]; 2033-1-SW-0639 [AQWAB]; 61403509 [SITE_REF]","61403509",2033-1-SW-0639,,,"20022583",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384644.000000000000000,6437792.000000000000000,-32.190502570000000,115.776227009999999,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,,,,,,,,,(),None,"BOREH; PROJINF; SITEINF",,WA-G-UNKNOWN,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403509,His,,,"33.1","33.1",15/10/1980,,,,"23.000 to 33.100 mbGL, type: slotted",Yes,No,No,No,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Drilled: oct-nov 1980. See g 10 deep for log.,AWRC,,,Naval Base - G10 Mud Lake Shallow,,Unknown,,,,
48525,"55467","61403510","61403510",Murray River Catchment 614 - G 10 Mud Lake Deep,G 10 Mud Lake Deep,"20022584 [WIN_ID]; 2033-1-SW-0640 [AQWAB]; 61403510 [SITE_REF]","61403510",2033-1-SW-0640,,,"20022584",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384644.000000000000000,6437792.000000000000000,-32.190502570000000,115.776227009999999,GDA94,Unknown,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,,,,,,,,,(),None,"BOREH; LITH; PROJINF; SITEINF; STRAT",,WA-G-UNKNOWN,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403510,His,,,"45.7","46.7",15/10/1980,,,,"35.700 to 45.700 mbGL, type: slotted",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",NAVAL BASE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,394243200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Drilled: oct nov 1980. R.L. Of bore head 24.935m. Height of bore head a.G.S. 0.3m.,AWRC,,,Murray River Catchment 614 - G 10 Mud Lake Deep,,Unknown,,,,
48639,"55581","61403616","61403616",Munster Cockburn Cement - Site A Shallow,Site A Shallow,"20022696 [WIN_ID]; 2033-1-SW-0752 [AQWAB]; 61403616 [SITE_REF]","61403616",2033-1-SW-0752,,,"20022696",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",386247.000000000058208,6442863.000000000000000,-32.144927480000000,115.793832539999997,GDA94,+/-100m,,OWN_IND,Industry/Mining,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,401932800000.000000000000000,401932800000.000000000000000,27/09/1982,27/09/1982,,,,,(),None,"BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61403616/61403616.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61403616,GeoHis,,,"24","42",03/08/1982,,,,"13.000 to 24.000 mbGL, type: slotted",Yes,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",MUNSTER,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,E70/5106,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,506131200000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,S.W.L. Recorded as below borehead.,AWRC,,,Munster Cockburn Cement - Site A Shallow,401932800000.000000000000000,Unknown,,,,
